YouTubeID,Start,End,Labels1,Labels2,AllLabels
RcRcHtrzw8M,21.0,31.0," ""/m/012xff","/m/04rlf"""," ""/m/012xff, /m/04rlf"""
Rd0igPw8Xoc,8.0,18.0," ""/m/07swgks","/m/09x0r"""," ""/m/07swgks, /m/09x0r"""
Rg0HE_P3_4I,80.0,90.0," ""/m/02rtxlg","/m/09x0r"""," ""/m/02rtxlg, /m/09x0r"""
Rg5bQBEoBL0,5.0,15.0," ""/m/02p3nc","/m/09x0r"""," ""/m/02p3nc, /m/09x0r"""
RglDaWiitRI,30.0,40.0," ""/m/025wky1","/m/09x0r"""," ""/m/025wky1, /m/09x0r"""
RiFZk9wpj9E,130.0,140.0," ""/m/07qs1cx","/m/09x0r"""," ""/m/07qs1cx, /m/09x0r"""
Rpbrxh46zy0,230.0,240.0," ""/m/09x0r","/m/0gy1t2s"""," ""/m/09x0r, /m/0gy1t2s"""
Rqn3rDSGIR0,0.0,10.0," ""/m/09x0r","/m/0l15bq"""," ""/m/09x0r, /m/0l15bq"""
Rqzk62Wkwag,109.0,119.0," ""/m/0939n_","/m/09x0r"""," ""/m/0939n_, /m/09x0r"""
RuGPMUmnyKE,70.0,80.0," ""/m/07s02z0","/m/09x0r"""," ""/m/07s02z0, /m/09x0r"""
RuYJdH-3FSw,590.0,600.0," ""/m/07rrlb6","/m/09x0r"""," ""/m/07rrlb6, /m/09x0r"""
RyPEQmcn-tE,30.0,40.0," ""/m/07qlf79","/m/09x0r"""," ""/m/07qlf79, /m/09x0r"""
Rz4msC8PJVw,20.0,30.0," ""/m/02_nn","/m/09x0r"""," ""/m/02_nn, /m/09x0r"""
S-BAHZDGskA,230.0,240.0," ""/m/07rkbfh","/m/09x0r"""," ""/m/07rkbfh, /m/09x0r"""
S-Jc_Ur3heE,0.0,10.0," ""/m/07pyf11","/m/09x0r"""," ""/m/07pyf11, /m/09x0r"""
S-h5T5rn5jU,90.0,100.0," ""/m/02c8p","/m/09x0r"""," ""/m/02c8p, /m/09x0r"""
S0AQUBMeOO0,70.0,80.0," ""/m/07qfr4h","/m/09x0r"""," ""/m/07qfr4h, /m/09x0r"""
S0yApPYBeMo,16.0,26.0," ""/m/0939n_","/m/09x0r"""," ""/m/0939n_, /m/09x0r"""
S1vywaIbQGY,30.0,40.0," ""/m/07qdb04","/m/09x0r"""," ""/m/07qdb04, /m/09x0r"""
S5wbw8ETiuc,40.0,50.0," ""/m/07rrlb6","/m/09x0r"""," ""/m/07rrlb6, /m/09x0r"""
S70dnJhgSy4,30.0,40.0," ""/m/07qc9xj","/m/09x0r"""," ""/m/07qc9xj, /m/09x0r"""
S86P4KZZJvk,30.0,40.0," ""/m/06_fw","/m/09x0r"""," ""/m/06_fw, /m/09x0r"""
S8LTWw_PkbA,380.0,390.0," ""/m/01h8n0","/m/09x0r"""," ""/m/01h8n0, /m/09x0r"""
SALWRTAY0rM,110.0,120.0," ""/m/01j4z9","/m/09x0r"""," ""/m/01j4z9, /m/09x0r"""
SAMgEbAnboM,20.0,30.0," ""/m/03v3yw","/m/09x0r"""," ""/m/03v3yw, /m/09x0r"""
SAhX9Dlp0Ds,90.0,100.0," ""/m/01h8n0","/m/09x0r"""," ""/m/01h8n0, /m/09x0r"""
SBK3maOWbU8,320.0,330.0," ""/m/09x0r","/m/0fqfqc"""," ""/m/09x0r, /m/0fqfqc"""
SCQT93T-ckI,30.0,40.0," ""/m/06h7j","/m/09x0r"""," ""/m/06h7j, /m/09x0r"""
SH0sbtbXXcw,80.0,90.0," ""/m/0642b4","/m/09x0r"""," ""/m/0642b4, /m/09x0r"""
SHKzfcP14Nk,360.0,370.0," ""/m/0642b4","/m/09x0r"""," ""/m/0642b4, /m/09x0r"""
SIa9tdDXkGg,30.0,40.0," ""/m/05rj2","/m/09x0r"""," ""/m/05rj2, /m/09x0r"""
SIl41Vd796g,30.0,40.0," ""/m/07pxg6y","/m/09x0r"""," ""/m/07pxg6y, /m/09x0r"""
SIq9heznFDc,23.0,33.0," ""/m/07rknqz","/m/09x0r"""," ""/m/07rknqz, /m/09x0r"""
SJ9K5BsqL3U,30.0,40.0," ""/m/081rb","/m/09x0r"""," ""/m/081rb, /m/09x0r"""
SNEMtJYlJGU,10.0,20.0," ""/m/06bz3","/m/09x0r"""," ""/m/06bz3, /m/09x0r"""
SNIFfgGtMGY,170.0,180.0," ""/m/02rtxlg","/m/09x0r"""," ""/m/02rtxlg, /m/09x0r"""
SOKZkQFCGh8,30.0,40.0," ""/m/07pyf11","/m/09x0r"""," ""/m/07pyf11, /m/09x0r"""
SPwCIoxfQYM,30.0,40.0," ""/m/07pjwq1","/m/09x0r"""," ""/m/07pjwq1, /m/09x0r"""
SQelOwHTygo,30.0,40.0," ""/m/04fgwm","/m/09x0r"""," ""/m/04fgwm, /m/09x0r"""
SRKm_-3wPNk,50.0,60.0," ""/m/07prgkl","/m/09x0r"""," ""/m/07prgkl, /m/09x0r"""
ST7FV2gv_cY,90.0,100.0," ""/m/09x0r","/m/0ghcn6"""," ""/m/09x0r, /m/0ghcn6"""
SUGR3t9W73o,30.0,40.0," ""/m/09x0r","/m/0fx9l"""," ""/m/09x0r, /m/0fx9l"""
SUasFNxcpWE,30.0,40.0," ""/m/01yg9g","/m/09x0r"""," ""/m/01yg9g, /m/09x0r"""
SVSBo065hmw,0.0,10.0," ""/m/028v0c","/m/09x0r"""," ""/m/028v0c, /m/09x0r"""
SVSjNao4ZFQ,70.0,80.0," ""/m/0939n_","/m/09x0r"""," ""/m/0939n_, /m/09x0r"""
SaRyJUpBNv4,0.0,10.0," ""/m/015jpf","/m/09x0r"""," ""/m/015jpf, /m/09x0r"""
SbHNQKB_oDk,30.0,40.0," ""/m/01m4t","/m/09x0r"""," ""/m/01m4t, /m/09x0r"""
Sc-SWZK2KUI,290.0,300.0," ""/m/0199g","/m/09x0r"""," ""/m/0199g, /m/09x0r"""
Sc4gh5gP1AE,30.0,40.0," ""/m/09x0r","/m/0brhx"""," ""/m/09x0r, /m/0brhx"""
Sff5MxoXCvI,370.0,380.0," ""/m/07pyy8b","/m/09x0r"""," ""/m/07pyy8b, /m/09x0r"""
SgWPQ1RvaOM,590.0,600.0," ""/m/07qlf79","/m/09x0r"""," ""/m/07qlf79, /m/09x0r"""
SjmcSQLv9OM,530.0,540.0," ""/m/012xff""",," ""/m/012xff"""
Sl07cCuOdqQ,30.0,40.0," ""/m/02y_763","/m/09x0r"""," ""/m/02y_763, /m/09x0r"""
SnXfFeqhFY4,430.0,440.0," ""/m/09x0r","/m/0llzx"""," ""/m/09x0r, /m/0llzx"""
Sr4ufSj2Nq8,16.0,26.0," ""/m/014zdl","/m/09x0r"""," ""/m/014zdl, /m/09x0r"""
SrzabTzuLWg,20.0,30.0," ""/m/03wwcy","/m/09x0r"""," ""/m/03wwcy, /m/09x0r"""
SsnoHN-tBD0,40.0,50.0," ""/m/09x0r","/t/dd00136"""," ""/m/09x0r, /t/dd00136"""
StORsZxJC20,0.0,10.0," ""/m/07qyrcz","/m/09x0r"""," ""/m/07qyrcz, /m/09x0r"""
Sv56HngtRSU,370.0,380.0," ""/m/07plz5l","/m/09x0r"""," ""/m/07plz5l, /m/09x0r"""
SxcKjko6LPE,20.0,30.0," ""/m/07pqc89","/m/09x0r"""," ""/m/07pqc89, /m/09x0r"""
T-O6kf9P870,20.0,30.0," ""/m/01hsr_","/m/09x0r"""," ""/m/01hsr_, /m/09x0r"""
T6CApk35d8A,60.0,70.0," ""/m/09x0r","/t/dd00127"""," ""/m/09x0r, /t/dd00127"""
T6Nnh13dAok,30.0,40.0," ""/m/02qldy","/m/09x0r"""," ""/m/02qldy, /m/09x0r"""
T8NpPX6sWqs,350.0,360.0," ""/m/09x0r","/m/0dv5r"""," ""/m/09x0r, /m/0dv5r"""
TCkkCSz88FQ,20.0,30.0," ""/m/02_nn","/m/09x0r"""," ""/m/02_nn, /m/09x0r"""
TFYTvs7ctHg,13.0,23.0," ""/m/09x0r","/t/dd00067"""," ""/m/09x0r, /t/dd00067"""
TGGf39A8M48,30.0,40.0," ""/m/030rvx","/m/09x0r"""," ""/m/030rvx, /m/09x0r"""
TMnu08gzTU4,240.0,250.0," ""/m/07s2xch","/m/09x0r"""," ""/m/07s2xch, /m/09x0r"""
TOCBTZC2lKc,130.0,140.0," ""/m/015jpf","/m/09x0r"""," ""/m/015jpf, /m/09x0r"""
TRFZnqHVTig,80.0,90.0," ""/m/07qw_06","/m/09x0r"""," ""/m/07qw_06, /m/09x0r"""
TS-_O5atp04,0.0,10.0," ""/m/07qnq_y","/m/09x0r"""," ""/m/07qnq_y, /m/09x0r"""
TUCeonlUtR0,0.0,10.0," ""/m/07qyrcz","/m/09x0r"""," ""/m/07qyrcz, /m/09x0r"""
TWFAQqdN9Dk,30.0,40.0," ""/m/081rb","/m/09x0r"""," ""/m/081rb, /m/09x0r"""
TYoYcfXH9U8,490.0,500.0," ""/m/07qv4k0","/m/09x0r"""," ""/m/07qv4k0, /m/09x0r"""
T_gvrQjsAoQ,40.0,50.0," ""/m/07qc9xj","/m/09x0r"""," ""/m/07qc9xj, /m/09x0r"""
Tb5FVrEeE50,30.0,40.0," ""/m/07swgks","/m/09x0r"""," ""/m/07swgks, /m/09x0r"""
TdJt7z2ibhk,30.0,40.0," ""/m/0261r1","/m/09x0r"""," ""/m/0261r1, /m/09x0r"""
TgIj5W4AdMs,10.0,20.0," ""/m/02_nn","/m/09x0r"""," ""/m/02_nn, /m/09x0r"""
TgdikCUWjek,30.0,40.0," ""/m/07qjznl","/m/09x0r"""," ""/m/07qjznl, /m/09x0r"""
Tggmwi-ecWA,550.0,560.0," ""/m/07r660_","/m/09x0r"""," ""/m/07r660_, /m/09x0r"""
Th3mJWxUQ0w,90.0,100.0," ""/m/07p6fty","/m/09x0r"""," ""/m/07p6fty, /m/09x0r"""
TlL45IWd0gk,50.0,60.0," ""/m/0261r1","/m/09x0r"""," ""/m/0261r1, /m/09x0r"""
TlNCudch9qM,220.0,230.0," ""/m/01h8n0","/m/09x0r"""," ""/m/01h8n0, /m/09x0r"""
TnqqafJMXBU,30.0,40.0," ""/m/09x0r","/m/0b9m1"""," ""/m/09x0r, /m/0b9m1"""
TzSVnfQO36I,30.0,40.0," ""/m/09x0r","/m/0chx_"""," ""/m/09x0r, /m/0chx_"""
U1D0xvkUOFs,50.0,60.0," ""/m/09x0r","/t/dd00013"""," ""/m/09x0r, /t/dd00013"""
U1zC0alMIME,120.0,130.0," ""/m/02x984l","/m/09x0r"""," ""/m/02x984l, /m/09x0r"""
U3USe4DbS8s,0.0,10.0," ""/m/07qc9xj","/m/09x0r"""," ""/m/07qc9xj, /m/09x0r"""
U5WDJVVrRMM,0.0,7.0," ""/m/03q5_w","/m/09x0r"""," ""/m/03q5_w, /m/09x0r"""
U6yykRNfN84,120.0,130.0," ""/m/07pbtc8","/m/09x0r"""," ""/m/07pbtc8, /m/09x0r"""
U7GdoSpUb7Y,50.0,60.0," ""/m/025_jnm","/m/09x0r"""," ""/m/025_jnm, /m/09x0r"""
UAFLFtJj5Mc,30.0,40.0," ""/m/02zsn","/m/09x0r"""," ""/m/02zsn, /m/09x0r"""
UC3dX1CV2LY,170.0,180.0," ""/m/07r4k75","/m/09x0r"""," ""/m/07r4k75, /m/09x0r"""
UC4-ZQoRxAA,30.0,40.0," ""/m/01h8n0","/m/09x0r"""," ""/m/01h8n0, /m/09x0r"""
UCLfvzzhC9E,270.0,280.0," ""/m/01h8n0","/m/09x0r"""," ""/m/01h8n0, /m/09x0r"""
UFGtNyE9nL0,30.0,40.0," ""/m/09x0r","/t/dd00002"""," ""/m/09x0r, /t/dd00002"""
UFnWoJ2Mu1M,380.0,390.0," ""/m/07ppn3j","/m/09x0r"""," ""/m/07ppn3j, /m/09x0r"""
UK5KeNr1eWE,20.0,30.0," ""/m/09x0r","/m/0dl9sf8"""," ""/m/09x0r, /m/0dl9sf8"""
UL2_25FLwH0,30.0,40.0," ""/m/01lsmm","/m/09x0r"""," ""/m/01lsmm, /m/09x0r"""
UMc5BMRVqP8,30.0,40.0," ""/m/07qdb04","/m/09x0r"""," ""/m/07qdb04, /m/09x0r"""
UNYiAUNKBJM,30.0,40.0," ""/m/07p6mqd","/m/09x0r"""," ""/m/07p6mqd, /m/09x0r"""
UNrKhBGwJuA,70.0,80.0," ""/m/08j51y","/m/09x0r"""," ""/m/08j51y, /m/09x0r"""
UPDrFoShuxY,30.0,40.0," ""/m/01m4t","/m/09x0r"""," ""/m/01m4t, /m/09x0r"""
USQlmruDVMk,270.0,280.0," ""/m/05rj2","/m/09x0r"""," ""/m/05rj2, /m/09x0r"""
UT02JO7-Ns8,0.0,10.0," ""/m/02p3nc","/m/09x0r"""," ""/m/02p3nc, /m/09x0r"""
UTNQTBRswyo,390.0,400.0," ""/m/07qfr4h","/m/09x0r"""," ""/m/07qfr4h, /m/09x0r"""
UUX01RP7iTQ,340.0,350.0," ""/m/09x0r","/m/0lyf6"""," ""/m/09x0r, /m/0lyf6"""
UWK7tH9GNSg,30.0,40.0," ""/m/02zsn","/m/09x0r"""," ""/m/02zsn, /m/09x0r"""
UWhiJ0T9_sI,410.0,420.0," ""/m/07r5v4s","/m/09x0r"""," ""/m/07r5v4s, /m/09x0r"""
UXeVtjuWHMA,30.0,40.0," ""/m/02rtxlg","/m/09x0r"""," ""/m/02rtxlg, /m/09x0r"""
UYycVMDoAU4,450.0,460.0," ""/m/07prgkl","/m/09x0r"""," ""/m/07prgkl, /m/09x0r"""
UZHiZS84aJs,50.0,60.0," ""/m/09x0r","/m/0lyf6"""," ""/m/09x0r, /m/0lyf6"""
UZa8hjP92GM,20.0,30.0," ""/m/01b_21","/m/09x0r"""," ""/m/01b_21, /m/09x0r"""
UZriZzZQUbs,280.0,290.0," ""/m/07pbtc8","/m/09x0r"""," ""/m/07pbtc8, /m/09x0r"""
Ua6m1J4qAv0,80.0,90.0," ""/m/012xff","/m/04rlf"""," ""/m/012xff, /m/04rlf"""
UbQED_SgLCM,0.0,8.0," ""/m/07pqn27","/m/09x0r"""," ""/m/07pqn27, /m/09x0r"""
Ubn-sG8kzoM,30.0,40.0," ""/m/09x0r","/t/dd00018"""," ""/m/09x0r, /t/dd00018"""
UdHE4bp0N5g,210.0,220.0," ""/m/07prgkl","/m/09x0r"""," ""/m/07prgkl, /m/09x0r"""
UdY8WXNiuzw,10.0,20.0," ""/m/03qc9zr","/m/09x0r"""," ""/m/03qc9zr, /m/09x0r"""
UdbJAj2Hkes,30.0,40.0," ""/m/01s0vc","/m/09x0r"""," ""/m/01s0vc, /m/09x0r"""
UeCh3IkblQ8,6.0,16.0," ""/m/07r_k2n","/m/09x0r"""," ""/m/07r_k2n, /m/09x0r"""
UgELN-YLUNk,30.0,40.0," ""/m/09x0r","/m/0btp2"""," ""/m/09x0r, /m/0btp2"""
UhYnPJw1oT8,160.0,170.0," ""/m/01y3hg","/m/09x0r"""," ""/m/01y3hg, /m/09x0r"""
UhxtRJ-K-yI,440.0,450.0," ""/m/07qw_06","/m/09x0r"""," ""/m/07qw_06, /m/09x0r"""
UiFvEkj9Rv8,0.0,10.0," ""/m/07rrh0c","/m/09x0r"""," ""/m/07rrh0c, /m/09x0r"""
UiSJ6QWHMtw,30.0,40.0," ""/m/07qv4k0","/m/09x0r"""," ""/m/07qv4k0, /m/09x0r"""
UicMvYZLuVM,30.0,40.0," ""/m/07q4ntr","/m/09x0r"""," ""/m/07q4ntr, /m/09x0r"""
UmbVKqmvaRY,150.0,160.0," ""/m/07pbtc8","/m/09x0r"""," ""/m/07pbtc8, /m/09x0r"""
UnaWAlJnXGc,0.0,10.0," ""/m/07qyrcz","/m/09x0r"""," ""/m/07qyrcz, /m/09x0r"""
UsKSuYxj56M,10.0,20.0," ""/m/07r67yg","/m/09x0r"""," ""/m/07r67yg, /m/09x0r"""
UuOMHj--HeM,110.0,120.0," ""/m/09x0r","/t/dd00112"""," ""/m/09x0r, /t/dd00112"""
UuRoy-d0D-M,15.0,25.0," ""/m/07q4ntr","/m/09x0r"""," ""/m/07q4ntr, /m/09x0r"""
UwCOGYHtzbQ,14.0,24.0," ""/m/05r5wn","/m/09x0r"""," ""/m/05r5wn, /m/09x0r"""
UyhdMa1ikKM,90.0,100.0," ""/m/039jq","/m/09x0r"""," ""/m/039jq, /m/09x0r"""
V0Wufrbp63Y,30.0,40.0," ""/m/09x0r","/m/0fqfqc"""," ""/m/09x0r, /m/0fqfqc"""
V1OJmx1GYfM,23.0,33.0," ""/m/07pzfmf","/m/09x0r"""," ""/m/07pzfmf, /m/09x0r"""
V2kTfhtFJs4,260.0,270.0," ""/m/07s2xch","/m/09x0r"""," ""/m/07s2xch, /m/09x0r"""
V3Ds9BMB1wI,30.0,40.0," ""/m/09x0r","/t/dd00018"""," ""/m/09x0r, /t/dd00018"""
V47Xxqt3qFc,0.0,10.0," ""/m/07pqc89","/m/09x0r"""," ""/m/07pqc89, /m/09x0r"""
V6HPqVv1zM0,30.0,40.0," ""/m/02qldy","/m/09x0r"""," ""/m/02qldy, /m/09x0r"""
V6yTTPUHkM4,10.0,20.0," ""/m/0642b4","/m/09x0r"""," ""/m/0642b4, /m/09x0r"""
V7g1DIWzACs,10.0,20.0," ""/m/05x_td","/m/09x0r"""," ""/m/05x_td, /m/09x0r"""
V832tQXcrRc,30.0,40.0," ""/m/02qldy","/m/09x0r"""," ""/m/02qldy, /m/09x0r"""
V9CwUkpOxDM,30.0,40.0," ""/m/01s0vc","/m/09x0r"""," ""/m/01s0vc, /m/09x0r"""
V9EJaZ4nm9E,270.0,280.0," ""/m/02fs_r","/m/09x0r"""," ""/m/02fs_r, /m/09x0r"""
V9gGx8FcJvE,470.0,480.0," ""/m/018w8","/m/09x0r"""," ""/m/018w8, /m/09x0r"""
VCozi4GDpxQ,20.0,30.0," ""/m/02bxd","/m/09x0r"""," ""/m/02bxd, /m/09x0r"""
VFeiRK7HVlo,0.0,10.0," ""/m/07qyrcz","/m/09x0r"""," ""/m/07qyrcz, /m/09x0r"""
VG7oB4EEUoY,10.0,20.0," ""/m/03wwcy","/m/09x0r"""," ""/m/03wwcy, /m/09x0r"""
VImYbitqzU0,390.0,400.0," ""/m/09x0r","/m/0fqfqc"""," ""/m/09x0r, /m/0fqfqc"""
VJTYKB1d_Uw,80.0,90.0," ""/m/07pp_mv","/m/09x0r"""," ""/m/07pp_mv, /m/09x0r"""
VKLQO0qaUZk,360.0,370.0," ""/m/015jpf","/m/09x0r"""," ""/m/015jpf, /m/09x0r"""
VKlBizApy9k,220.0,230.0," ""/m/05rj2","/m/09x0r"""," ""/m/05rj2, /m/09x0r"""
VL78F_5ZER0,280.0,290.0," ""/m/07prgkl","/m/09x0r"""," ""/m/07prgkl, /m/09x0r"""
VNsxEujc_rg,30.0,40.0," ""/m/01y3hg","/m/09x0r"""," ""/m/01y3hg, /m/09x0r"""
VRQOBTLAwgc,30.0,40.0," ""/m/09x0r","/m/0c3f7m"""," ""/m/09x0r, /m/0c3f7m"""
VTr7QTnN6PE,110.0,120.0," ""/m/07pbtc8","/m/09x0r"""," ""/m/07pbtc8, /m/09x0r"""
VY8DVphEvu0,0.0,10.0," ""/m/03v3yw","/m/09x0r"""," ""/m/03v3yw, /m/09x0r"""
VamaQG6KlkY,40.0,50.0," ""/g/122z_qxw","/m/09x0r"""," ""/g/122z_qxw, /m/09x0r"""
VcWK7IBO-8k,200.0,210.0," ""/m/02fxyj","/m/09x0r"""," ""/m/02fxyj, /m/09x0r"""
Vhb3ymD6Uwo,60.0,70.0," ""/m/024dl","/m/09x0r"""," ""/m/024dl, /m/09x0r"""
ViNaXKshp2w,40.0,50.0," ""/m/07q6cd_","/m/09x0r"""," ""/m/07q6cd_, /m/09x0r"""
VkOfLjlJqmI,30.0,40.0," ""/m/07qcpgn","/m/09x0r"""," ""/m/07qcpgn, /m/09x0r"""
VoVe-7rWnR4,510.0,520.0," ""/m/07rkbfh","/m/09x0r"""," ""/m/07rkbfh, /m/09x0r"""
VqBwjEJ6KVE,0.0,7.0," ""/m/012xff""",," ""/m/012xff"""
VtTZhYs8fz0,10.0,20.0," ""/m/07pjwq1","/m/09x0r"""," ""/m/07pjwq1, /m/09x0r"""
VuedhZF08Ys,27.0,37.0," ""/m/09x0r","/m/0dl9sf8"""," ""/m/09x0r, /m/0dl9sf8"""
Vvd_DY9Bjhw,140.0,150.0," ""/m/09x0r","/t/dd00088"""," ""/m/09x0r, /t/dd00088"""
VwAjYjLFwbE,450.0,460.0," ""/m/09x0r","/m/0dv3j"""," ""/m/09x0r, /m/0dv3j"""
Vy5wImZ_3-k,240.0,250.0," ""/m/07qc9xj","/m/09x0r"""," ""/m/07qc9xj, /m/09x0r"""
VzrtHCgI2u8,100.0,110.0," ""/m/05rj2","/m/09x0r"""," ""/m/05rj2, /m/09x0r"""
W2ZYTeaKLag,0.0,10.0," ""/m/028ght","/m/09x0r"""," ""/m/028ght, /m/09x0r"""
W2wh7xz-3FM,30.0,40.0," ""/m/046dlr","/m/09x0r"""," ""/m/046dlr, /m/09x0r"""
W4R_63_UxSw,10.0,20.0," ""/m/03qc9zr","/m/09x0r"""," ""/m/03qc9zr, /m/09x0r"""
W4UzqKt3WFs,0.0,10.0," ""/m/07prgkl","/m/09x0r"""," ""/m/07prgkl, /m/09x0r"""
W4zrB652Po4,30.0,40.0," ""/m/07rjzl8","/m/09x0r"""," ""/m/07rjzl8, /m/09x0r"""
W61SHfcSySQ,40.0,50.0," ""/m/03p19w","/m/09x0r"""," ""/m/03p19w, /m/09x0r"""
W65c_uSH4mg,200.0,210.0," ""/m/07rn7sz","/m/09x0r"""," ""/m/07rn7sz, /m/09x0r"""
W7qiSqCQmGI,130.0,140.0," ""/m/09x0r","/m/0dv5r"""," ""/m/09x0r, /m/0dv5r"""
W8Iypl6KH90,30.0,40.0," ""/m/01j4z9","/m/09x0r"""," ""/m/01j4z9, /m/09x0r"""
W8jckrOKpZk,0.0,10.0," ""/m/07s02z0","/m/09x0r"""," ""/m/07s02z0, /m/09x0r"""
W9uvQ_k8gqs,30.0,40.0," ""/m/01jnbd","/m/09x0r"""," ""/m/01jnbd, /m/09x0r"""
W9yEHmRcmos,510.0,520.0," ""/m/07cx4","/m/09x0r"""," ""/m/07cx4, /m/09x0r"""
WAaz2BM4sbI,0.0,5.0," ""/m/07pdhp0","/m/09x0r"""," ""/m/07pdhp0, /m/09x0r"""
WBrkCWb9W-8,30.0,40.0," ""/m/04gxbd","/m/09x0r"""," ""/m/04gxbd, /m/09x0r"""
WD3rI0TZfB0,40.0,50.0," ""/m/07qv_x_","/m/09x0r"""," ""/m/07qv_x_, /m/09x0r"""
WDZdy6TtcYI,0.0,10.0," ""/m/09x0r","/m/0g6b5"""," ""/m/09x0r, /m/0g6b5"""
WEBiTsBkOQE,330.0,340.0," ""/m/07pbtc8","/m/09x0r"""," ""/m/07pbtc8, /m/09x0r"""
WEbmYp5VVcw,30.0,40.0," ""/m/07qjznl","/m/09x0r"""," ""/m/07qjznl, /m/09x0r"""
WFXh2N_FSxw,30.0,40.0," ""/m/02qldy","/m/09x0r"""," ""/m/02qldy, /m/09x0r"""
WGH6v8_0PKQ,0.0,10.0," ""/m/07rjzl8","/m/09x0r"""," ""/m/07rjzl8, /m/09x0r"""
WLP4lpH3U40,0.0,10.0," ""/m/07qv4k0","/m/09x0r"""," ""/m/07qv4k0, /m/09x0r"""
WMObZJPsnkE,20.0,30.0," ""/m/03q5_w","/m/09x0r"""," ""/m/03q5_w, /m/09x0r"""
WMsGCMfaKbs,220.0,230.0," ""/m/05zppz","/m/09x0r"""," ""/m/05zppz, /m/09x0r"""
WNUb2d9nC_M,30.0,40.0," ""/m/09x0r","/m/0c2wf"""," ""/m/09x0r, /m/0c2wf"""
WQ17ochP5LI,30.0,40.0," ""/m/04rmv","/m/09x0r"""," ""/m/04rmv, /m/09x0r"""
WQ7gArNmqK0,30.0,40.0," ""/m/04229","/m/09x0r"""," ""/m/04229, /m/09x0r"""
WQBVIFHMJ40,50.0,60.0," ""/m/012xff","/m/04fgwm"""," ""/m/012xff, /m/04fgwm"""
WQIWwnQm-KI,10.0,20.0," ""/m/02rhddq","/m/09x0r"""," ""/m/02rhddq, /m/09x0r"""
WYgx9ZmFhII,230.0,240.0," ""/m/07rkbfh","/m/09x0r"""," ""/m/07rkbfh, /m/09x0r"""
WZZzouc7n54,350.0,360.0," ""/m/09x0r","/m/0llzx"""," ""/m/09x0r, /m/0llzx"""
W_F2LksmCI8,20.0,30.0," ""/m/012xff","/m/09x0r"""," ""/m/012xff, /m/09x0r"""
Wb3ZTFSc7bc,120.0,130.0," ""/m/024dl","/m/09x0r"""," ""/m/024dl, /m/09x0r"""
WbOBU0bZG0A,30.0,40.0," ""/m/07qmpdm","/m/09x0r"""," ""/m/07qmpdm, /m/09x0r"""
WbcdENpeJP0,140.0,150.0," ""/m/024dl","/m/09x0r"""," ""/m/024dl, /m/09x0r"""
WcQdpMbE4Xk,330.0,340.0," ""/m/01h8n0","/m/09x0r"""," ""/m/01h8n0, /m/09x0r"""
WdbqtOqFikk,330.0,340.0," ""/m/07r4k75","/m/09x0r"""," ""/m/07r4k75, /m/09x0r"""
WhI_e7hH99w,120.0,130.0," ""/m/039jq","/m/09x0r"""," ""/m/039jq, /m/09x0r"""
Whw1v0fFkoI,0.0,5.0," ""/m/09x0r","/m/0dl9sf8"""," ""/m/09x0r, /m/0dl9sf8"""
WiVLgHykmFc,30.0,40.0," ""/m/07q0yl5","/m/09x0r"""," ""/m/07q0yl5, /m/09x0r"""
Wj6H8hQJaO0,10.0,20.0," ""/m/09ct_","/m/09x0r"""," ""/m/09ct_, /m/09x0r"""
WkBgWhtIKm4,10.0,20.0," ""/m/02p3nc","/m/09x0r"""," ""/m/02p3nc, /m/09x0r"""
WnxQAuThbXg,30.0,40.0," ""/m/09x0r","/m/0gy1t2s"""," ""/m/09x0r, /m/0gy1t2s"""
Wvym4eszpik,80.0,90.0," ""/m/09x0r","/t/dd00121"""," ""/m/09x0r, /t/dd00121"""
WyaU4TNcVl8,30.0,40.0," ""/m/07szfh9","/m/09x0r"""," ""/m/07szfh9, /m/09x0r"""
Wz7D625yZoY,320.0,330.0," ""/m/09x0r","/m/0lyf6"""," ""/m/09x0r, /m/0lyf6"""
X57kxGGTXdo,100.0,110.0," ""/m/07pp_mv","/m/09x0r"""," ""/m/07pp_mv, /m/09x0r"""
X7pRreOoj_8,30.0,40.0," ""/m/07qjznt","/m/09x0r"""," ""/m/07qjznt, /m/09x0r"""
XCbGJ-bIkmg,160.0,170.0," ""/m/03v3yw","/m/09x0r"""," ""/m/03v3yw, /m/09x0r"""
XFNtGbh_gaY,10.0,20.0," ""/m/07prgkl","/m/09x0r"""," ""/m/07prgkl, /m/09x0r"""
XG2sb0DMldY,30.0,40.0," ""/m/07pbtc8","/m/09x0r"""," ""/m/07pbtc8, /m/09x0r"""
XIGtpkq5u6w,10.0,20.0," ""/m/07s0dtb","/m/09x0r"""," ""/m/07s0dtb, /m/09x0r"""
XJDF61bqWPE,30.0,40.0," ""/m/05rj2","/m/09x0r"""," ""/m/05rj2, /m/09x0r"""
XKhRBY3qny8,30.0,40.0," ""/m/07swgks","/m/09x0r"""," ""/m/07swgks, /m/09x0r"""
XM4P7g2ubRY,550.0,560.0," ""/m/09x0r","/m/0llzx"""," ""/m/09x0r, /m/0llzx"""
XO-jdMRiWCY,30.0,40.0," ""/m/07qlwh6","/m/09x0r"""," ""/m/07qlwh6, /m/09x0r"""
XSB9zHU21Hg,150.0,160.0," ""/m/09x0r","/m/0dv5r"""," ""/m/09x0r, /m/0dv5r"""
